tid,toi,toidisplay,toipfx,ctoi_alias,pl_pnum,tfopwg_disp,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,rastr,ra,raerr1,raerr2,rasymerr,decstr,dec,decerr1,decerr2,decsymerr,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbpersymerr,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insolsymerr,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtsymerr,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim,sectors,toi_created,rowupdate,release_date
383390264,"1098.01","TOI-1098.01","1098","383390264.01",1,"CP",8.7581000,0.006,-0.006,1,0,"12h50m21.43s",192.5892850,,,,"-88d07m16s",-88.1211110,,,,-18.7760000,0.039,-0.039,1,0,-18.0860000,0.039,-0.039,1,0,2458629.9090820,0.000837,-0.000837,1,0,10.1826983,0.0000129,-0.0000129,1,0,2.8275109,0.2582998,-0.2582998,1,0,667.4752458,45.2556420,-45.2556420,1,0,3.0538057,0.7958977,-0.7958977,1,0,198.3947830,,,,,957.1991659,,,,,105.0960000,0.2660000,-0.2660000,1,0,6153.0000000,194.0000000,-194.0000000,1,0,4.3481400,0.2714190,-0.2714190,1,0,1.1458200,0.0509699,-0.0509699,1,0,,"2019-08-16 20:20:49","2024-02-13 10:08:02","2025-09-28 22:48:44"
290348383,"1099.01","TOI-1099.01","1099","290348383.01",1,"CP",7.3661000,0.006,-0.006,1,0,"21h54m52.36s",328.7181710,,,,"-77d20m19.69s",-77.3388020,,,,224.8640000,0.062,-0.062,1,0,-186.6250000,0.057,-0.057,1,0,2460140.2209270,0.000990,-0.000990,1,0,6.4410060,0.0000060,-0.0000060,1,0,1.8120000,0.5050000,-0.5050000,1,0,914.0000000,46.8059000,-46.8059000,1,0,2.5637400,0.1944800,-0.1944800,1,0,87.8902000,,,,,853.0000000,,,,,23.6060000,0.0179000,-0.0179000,1,0,4867.0000000,179.0000000,-179.0000000,1,0,4.4380000,,,1,0,0.8000000,0.0600000,-0.0600000,1,0,,"2019-08-16 20:20:46","2023-12-03 12:03:15","2025-09-28 22:48:44"
394561119,"1107.01","TOI-1107.01","1107","394561119.01",1,"CP",10.0068000,0.006,-0.006,1,0,"10h22m25.89s",155.6078630,,,,"-82d13m07.93s",-82.2188690,,,,9.0650000,0.045,-0.045,1,0,2.8960000,0.041,-0.041,1,0,2459336.0736460,0.000176,-0.000176,1,0,4.0782392,0.0000017,-0.0000017,1,0,4.8475616,0.0254922,-0.0254922,1,0,6046.6959687,29.4623030,-29.4623030,1,0,13.8981740,0.6260191,-0.6260191,1,0,1619.0081232,,,,,1617.8267296,,,,,281.3140000,2.0170000,-2.0170000,1,0,6501.0000000,138.9000000,-138.9000000,1,0,4.0800000,0.0900000,-0.0900000,1,0,1.7483600,0.0780452,-0.0780452,1,0,,"2019-08-15 15:39:15","2024-02-15 10:08:02","2025-09-28 22:48:44"
254113311,"1130.01","TOI-1130.01","1130","254113311.01",1,"CP",10.1429000,0.006,-0.006,1,0,"19h05m30.24s",286.3760040,,,,"-41d26m15.5s",-41.4376400,,,,12.5380000,0.088,-0.088,1,0,-27.1800000,0.071,-0.071,1,0,2460144.1371220,0.002393,-0.002393,1,0,8.3499800,0.0000100,-0.0000100,1,0,1.8360000,0.0610000,-0.0610000,1,0,16680.0000000,15.1352000,-15.1352000,1,0,11.1424000,1.0632700,-1.0632700,1,0,19.9348000,,,,,588.0000000,,,,,58.2609000,0.1695500,-0.1695500,1,0,4236.0000000,122.3000000,-122.3000000,1,0,4.5200000,0.1000000,-0.1000000,1,0,0.7400000,0.0700000,-0.0700000,1,0,,"2019-08-22 14:42:11","2025-07-22 12:04:25","2025-09-28 22:48:44"
254113311,"1130.02","TOI-1130.02","1130","254113311.02",2,"CP",10.1429000,0.006,-0.006,1,0,"19h05m30.24s",286.3760040,,,,"-41d26m15.5s",-41.4376400,,,,12.5380000,0.088,-0.088,1,0,-27.1800000,0.071,-0.071,1,0,2460126.9242640,0.000822,-0.000822,1,0,4.0686405,0.0002958,-0.0002958,1,0,1.8373729,0.0777888,-0.0777888,1,0,2650.0950013,99.4058600,-99.4058600,1,0,3.7548333,0.5705166,-0.5705166,1,0,84.1087660,,,,,772.3783020,,,,,58.2609000,0.1695500,-0.1695500,1,0,4236.0000000,122.3000000,-122.3000000,1,0,4.5200000,0.1000000,-0.1000000,1,0,0.7419210,0.0675678,-0.0675678,1,0,,"2019-09-03 17:42:04","2025-07-22 12:04:25","2025-09-28 22:48:44"
154872375,"1135.01","TOI-1135.01","1135","154872375.01",1,"CP",9.0285500,0.006,-0.006,1,0,"12h53m35.13s",193.3963700,,,,"+85d07m46.18s",85.1294950,,,,16.8830000,0.050,-0.050,1,0,5.0760000,0.042,-0.042,1,0,2460658.9742600,0.000185,-0.000185,1,0,8.0277326,0.0000013,-0.0000013,1,0,4.2840000,0.0210000,-0.0210000,1,0,5705.0000000,19.6569000,-19.6569000,1,0,9.0688300,0.4068970,-0.4068970,1,0,248.6190000,,,,,1106.0000000,,,,,114.0480000,0.3070000,-0.3070000,1,0,5962.7000000,68.6000000,-68.6000000,1,0,4.3800000,0.0800000,-0.0800000,1,0,1.1500000,0.0500000,-0.0500000,1,0,,"2019-08-27 16:09:24","2025-07-18 16:00:01","2025-09-28 22:48:44"
142276270,"1136.01","TOI-1136.01","1136","142276270.01",1,"CP",8.9361000,0.006,-0.006,1,0,"12h48m44.38s",192.1848980,,,,"+64d51m18.99s",64.8552760,,,,0.9370000,0.039,-0.039,1,0,-10.1710000,0.034,-0.034,1,0,2459612.4476910,0.001448,-0.001448,1,0,12.5187279,0.0000316,-0.0000316,1,0,5.3800000,0.2000000,-0.2000000,1,0,2320.0000000,4.4652500,-4.4652500,1,0,5.5885700,0.3578140,-0.3578140,1,0,626.3620000,,,,,1393.0000000,,,,,84.5362000,0.1580000,-0.1580000,1,0,5729.0000000,131.1000000,-131.1000000,1,0,4.4700000,0.0800000,-0.0800000,1,0,0.9800000,0.0500000,-0.0500000,1,0,,"2019-08-27 12:09:00","2024-05-16 10:08:02","2025-09-28 22:48:44"
142276270,"1136.02","TOI-1136.02","1136","142276270.02",2,"CP",8.9361000,0.006,-0.006,1,0,"12h48m44.38s",192.1848980,,,,"+64d51m18.99s",64.8552760,,,,0.9370000,0.039,-0.039,1,0,-10.1710000,0.034,-0.034,1,0,2460366.0265140,0.001799,-0.001799,1,0,6.2586065,0.0000103,-0.0000103,1,0,3.2010000,0.5080000,-0.5080000,1,0,813.0000000,34.3389000,-34.3389000,1,0,2.5159300,0.1473480,-0.1473480,1,0,232.3920000,,,,,1087.0000000,,,,,84.5362000,0.1580000,-0.1580000,1,0,5729.0000000,131.1000000,-131.1000000,1,0,4.4700000,0.0800000,-0.0800000,1,0,0.9800000,0.0500000,-0.0500000,1,0,,"2019-10-17 00:30:12","2024-05-08 10:08:01","2025-09-28 22:48:44"
142276270,"1136.03","TOI-1136.03","1136","142276270.03",3,"CP",8.9361000,0.006,-0.006,1,0,"12h48m44.38s",192.1848980,,,,"+64d51m18.99s",64.8552760,,,,0.9370000,0.039,-0.039,1,0,-10.1710000,0.034,-0.034,1,0,2459594.1834630,0.002909,-0.002909,1,0,26.3208756,0.0001272,-0.0001272,1,0,4.4140000,0.5620000,-0.5620000,1,0,800.0000000,0.4352050,-0.4352050,1,0,2.7134900,0.1517930,-0.1517930,1,0,26.4328000,,,,,631.0000000,,,,,84.5362000,0.1580000,-0.1580000,1,0,5729.0000000,131.1000000,-131.1000000,1,0,4.4700000,0.0800000,-0.0800000,1,0,0.9800000,0.0500000,-0.0500000,1,0,,"2019-11-15 23:57:09","2024-05-16 10:08:02","2025-09-28 22:48:44"
142276270,"1136.04","TOI-1136.04","1136","142276270.04",4,"CP",8.9361000,0.006,-0.006,1,0,"12h48m44.38s",192.1848980,,,,"+64d51m18.99s",64.8552760,,,,0.9370000,0.039,-0.039,1,0,-10.1710000,0.034,-0.034,1,0,2458697.7558070,0.002570,-0.002570,1,0,18.7955470,0.0001037,-0.0001037,1,0,4.3425576,0.4313743,-0.4313743,1,0,470.6731965,55.5371100,-55.5371100,1,0,2.1597669,0.8829104,-0.8829104,1,0,48.4770770,,,,,672.9826313,,,,,84.5362000,0.1580000,-0.1580000,1,0,5729.0000000,131.1000000,-131.1000000,1,0,4.4700000,0.0800000,-0.0800000,1,0,0.9777270,0.0483517,-0.0483517,1,0,,"2020-07-16 04:56:45","2024-09-17 10:08:02","2025-09-28 22:48:44"
232967440,"1173.01","TOI-1173.01","1173","232967440.01",1,"CP",10.2938000,0.006,-0.006,1,0,"13h10m43.94s",197.6830970,,,,"+70d46m04.84s",70.7680120,,,,57.6510000,0.055,-0.055,1,0,-92.5550000,0.042,-0.042,1,0,2460341.7843050,0.000298,-0.000298,1,0,7.0643978,0.0000019,-0.0000019,1,0,2.4240000,0.1830000,-0.1830000,1,0,8268.0000000,144.0820000,-144.0820000,1,0,9.3913100,0.5299400,-0.5299400,1,0,104.3110000,,,,,890.0000000,,,,,132.3530000,0.4595000,-0.4595000,1,0,5429.6000000,292.5000000,-292.5000000,1,0,4.4400000,0.0800000,-0.0800000,1,0,0.9600000,0.0500000,-0.0500000,1,0,,"2019-08-27 16:09:26","2024-03-29 10:08:02","2025-09-28 22:48:44"
154089169,"1174.01","TOI-1174.01","1174","154089169.01",1,"CP",10.2549000,0.006,-0.006,1,0,"13h56m52.12s",209.2171750,,,,"+68d37m05.56s",68.6182110,,,,-81.0770000,0.052,-0.052,1,0,45.4980000,0.042,-0.042,1,0,2460355.4033070,0.002268,-0.002268,1,0,8.9534775,0.0000218,-0.0000218,1,0,2.6960000,0.3160000,-0.3160000,1,0,1136.0000000,46.1782000,-46.1782000,1,0,2.3588800,0.1657630,-0.1657630,1,0,45.5604000,,,,,723.0000000,,,,,94.6375000,0.2501000,-0.2501000,1,0,5029.5000000,59.9000000,-59.9000000,1,0,4.6100000,0.0900000,-0.0900000,1,0,0.7600000,0.0500000,-0.0500000,1,0,,"2019-08-27 16:09:26","2025-04-20 12:03:53","2025-09-28 22:48:44"
266980320,"118.01","TOI-118.01","118","266980320.01",1,"CP",9.1790000,0.006,-0.006,1,0,"23h18m14.22s",349.5592660,,,,"-56d54m14.35s",-56.9039860,,,,313.9180000,0.039,-0.039,1,0,-20.1770000,0.043,-0.043,1,0,2460175.7491180,0.001081,-0.001081,1,0,6.0344667,0.0000059,-0.0000059,1,0,1.8900000,0.1090000,-0.1090000,1,0,1800.0000000,50.0931000,-50.0931000,1,0,4.4402900,0.2439750,-0.2439750,1,0,64.2648000,,,,,788.0000000,,,,,94.1719000,0.2512000,-0.2512000,1,0,5586.0000000,187.0000000,-187.0000000,1,0,4.3676300,0.2702470,-0.2702470,1,0,1.0500000,0.0500000,-0.0500000,1,0,,"2018-09-05 18:51:57","2023-11-15 16:02:02","2025-09-28 22:48:44"
158002130,"1180.01","TOI-1180.01","1180","158002130.01",1,"CP",10.1120000,0.006,-0.006,1,0,"14h18m13.39s",214.5557740,,,,"+82d11m37.55s",82.1937640,,,,84.4080000,0.045,-0.045,1,0,-64.8980000,0.043,-0.043,1,0,2460473.4114860,0.001090,-0.001090,1,0,9.6867516,0.0000103,-0.0000103,1,0,2.5120000,0.4970000,-0.4970000,1,0,1669.0000000,39.1610000,-39.1610000,1,0,3.0033600,0.2181030,-0.2181030,1,0,41.6645000,,,,,707.0000000,,,,,72.0238000,0.1323500,-0.1323500,1,0,4738.1000000,139.3000000,-139.3000000,1,0,4.5900000,0.1000000,-0.1000000,1,0,0.7300000,0.0500000,-0.0500000,1,0,,"2019-08-27 16:09:25","2025-04-20 12:03:53","2025-09-28 22:48:44"
229510866,"1181.01","TOI-1181.01","1181","229510866.01",1,"CP",10.0790000,0.009,-0.009,1,0,"19h48m51.8s",297.2158170,,,,"+64d21m15.66s",64.3543510,,,,-5.6760000,0.084,-0.084,1,0,0.1880000,0.066,-0.066,1,0,2460556.2423830,0.002147,-0.002147,1,0,2.1031647,0.0000135,-0.0000135,1,0,5.0590000,0.6770000,-0.6770000,1,0,7142.0000000,2079.8800000,-2079.8800000,1,0,16.7087000,0.7564400,-0.7564400,1,0,14140.0000000,,,,,3037.0000000,,,,,302.8190000,3.5020000,-3.5020000,1,0,6122.0000000,124.7000000,-124.7000000,1,0,3.9300000,0.0800000,-0.0800000,1,0,1.9300000,0.0900000,-0.0900000,1,0,,"2019-08-27 16:09:24","2024-11-14 10:08:02","2025-09-28 22:48:44"
233087860,"1184.01","TOI-1184.01","1184","233087860.01",1,"CP",9.9469000,0.006,-0.006,1,0,"18h08m49.08s",272.2045200,,,,"+60d40m43.63s",60.6787850,,,,64.8870000,0.042,-0.042,1,0,138.0820000,0.045,-0.045,1,0,2460558.3504410,0.000696,-0.000696,1,0,5.7484439,0.0000039,-0.0000039,1,0,1.7600000,0.2920000,-0.2920000,1,0,1041.0000000,31.9505000,-31.9505000,1,0,2.3521500,0.1940280,-0.1940280,1,0,75.2720000,,,,,820.0000000,,,,,58.5946000,0.0779000,-0.0779000,1,0,4534.0000000,127.6000000,-127.6000000,1,0,4.6100000,0.1000000,-0.1000000,1,0,0.6900000,0.0600000,-0.0600000,1,0,,"2019-08-27 16:09:26","2025-04-20 12:03:53","2025-09-28 22:48:44"
147950620,"1194.01","TOI-1194.01","1194","147950620.01",1,"CP",10.4782000,0.006,-0.006,1,0,"11h11m17.16s",167.8214810,,,,"+69d57m53.19s",69.9647750,,,,79.4860000,0.045,-0.045,1,0,15.4280000,0.044,-0.044,1,0,2460367.0721600,0.000337,-0.000337,1,0,2.3106428,0.0000009,-0.0000009,1,0,1.2940000,0.0440000,-0.0440000,1,0,6911.0000000,109.7670000,-109.7670000,1,0,8.7674100,0.4984450,-0.4984450,1,0,203.6850000,,,,,1052.0000000,,,,,149.6670000,0.6520000,-0.6520000,1,0,5339.9000000,155.2000000,-155.2000000,1,0,4.4100000,0.0900000,-0.0900000,1,0,0.9900000,0.0600000,-0.0600000,1,0,,"2019-08-27 16:09:25","2025-04-20 12:03:53","2025-09-28 22:48:44"
99869022,"1199.01","TOI-1199.01","1199","99869022.01",1,"CP",10.4221000,0.006,-0.006,1,0,"11h07m31.36s",166.8806580,,,,"+61d21m09.26s",61.3525720,,,,-4.0190000,0.038,-0.038,1,0,-33.3500000,0.045,-0.045,1,0,2460360.4346690,0.003689,-0.003689,1,0,3.6714717,0.0000165,-0.0000165,1,0,2.1490000,0.2200000,-0.2200000,1,0,4340.0000000,0.7706160,-0.7706160,1,0,10.6780000,0.5572600,-0.5572600,1,0,324.1140000,,,,,1182.0000000,,,,,248.4270000,1.7795000,-1.7795000,1,0,5618.0000000,122.1000000,-122.1000000,1,0,4.0600000,0.0800000,-0.0800000,1,0,1.5400000,0.0800000,-0.0800000,1,0,,"2019-08-27 16:09:24","2024-05-08 10:08:01","2025-09-28 22:48:44"
394137592,"120.01","TOI-120.01","120","394137592.01",1,"CP",7.1062000,0.006,-0.006,1,0,"00h17m47.32s",4.4471630,,,,"-66d21m32.14s",-66.3589280,,,,64.7630000,0.049,-0.049,1,0,-5.0560000,0.041,-0.041,1,0,2458332.0828050,0.000707,-0.000707,1,0,11.5350760,0.0010350,-0.0010350,1,0,8.5559580,0.0690270,-0.0690270,1,0,2389.9061600,28.9351140,-28.9351140,1,0,12.2158080,1.4809120,-1.4809120,1,0,,,,,,,,,,,79.5702000,0.1734500,-0.1734500,1,0,5479.3000000,57.0000000,-57.0000000,1,0,3.7700000,0.0800000,-0.0800000,1,0,2.4877100,0.2983990,-0.2983990,1,0,,"2018-09-05 18:34:19","2021-12-08 10:10:01","2025-09-28 22:48:44"
29960110,"1201.01","TOI-1201.01","1201","29960110.01",1,"CP",10.9473000,0.007,-0.007,1,0,"02h48m59.45s",42.2477000,,,,"-14d32m14.22s",-14.5372830,,,,164.0590000,0.059,-0.059,1,0,46.6260000,0.063,-0.063,1,0,2458411.6708770,0.000733,-0.000733,1,0,2.4919771,0.0000071,-0.0000071,1,0,1.4338141,0.2870412,-0.2870412,1,0,2093.9594201,134.3483900,-134.3483900,1,0,2.2187585,0.9862666,-0.9862666,1,0,39.6452664,,,,,639.9817426,,,,,37.8871000,0.0516000,-0.0516000,1,0,3948.0000000,159.0000000,-159.0000000,1,0,4.6896200,0.3898140,-0.3898140,1,0,0.4823880,0.0146884,-0.0146884,1,0,,"2019-01-31 17:54:44","2024-05-17 10:08:01","2025-09-28 22:48:44"
